title,pdf_url,arxiv_url,code_available,code_url
"Exploring Model Editing for LLM-based Aspect-Based Sentiment Classification",,,no,
"KAES: Multi-aspect Shared Knowledge Finding and Aligning for Cross-prompt Automated Scoring of Essay Traits",,,no,
"TreeEval: Benchmark-Free Evaluation of Large Language Models through Tree Planning",,,no,
"SWEA: Updating Factual Knowledge in Large Language Models via Subject Word Embedding Altering",,,no,
"Utterance-level Emotion Recognition in Conversation with Conversation-level Supervision",,,no,
"Multi-Granularity Open Intent Classification via Adaptive Granular-Ball Decision Boundary",,,no,
"Enhancing Relation Extraction via Supervised Rationale Verification and Feedback",,,no,
"Implicit Word Reordering with Knowledge Distillation for Cross-Lingual Dependency Parsing",,,no,
"Scaffold-BPE: Enhancing Byte Pair Encoding for Large Language Models with Simple and Effective Scaffold Token Removal",,,no,
"Cauchy Diffusion: A Heavy-tailed Denoising Diffusion Probabilistic Model for Speech Synthesis",,,maybe,
"Fast Think-on-Graph: Wider; Deeper and Faster Reasoning of Large Language Model on Knowledge Graph",,,no,
"Neural-Symbolic Collaborative Distillation: Advancing Small Language Models for Complex Reasoning Tasks",,,no,
"How Do Position Encodings Affect Length Generalization? Case Studies On In-Context Function Learning",,,no,
"Explore What LLM Does Not Know in Complex Question Answering",,,no,
"Prompt Compression with Context-Aware Sentence Encoding for Fast and Improved LLM Inference",,,maybe,
"Augmenting Math Word Problems via Iterative Question Composing",,,maybe,
"Dynamic Syntactic Feature Filtering and Injecting Networks for Cross-lingual Dependency Parsing",,,maybe,
"Recording for Eyes; Not Echoing to Ears: Contextualized Spoken-to-Written Conversion of ASR Transcripts",,,no,
"Multi-modal and Multi-scale Spatial Environment Understanding for Immersive Visual Text-to-Speech",,,no,
"Filling Memory Gaps: Enhancing Continual Semantic Parsing via SQL Syntax Variance-Guided LLMs Without Real Data Replay",,,no,
"VCR: A “Cone of Experience” Driven Synthetic Data Generation Framework for Mathematical Reasoning",,,no,
"Relation Also Knows: Rethinking the Recall and Editing of Factual Associations in Auto-Regressive Transformer Language Models",,,no,
"Adaptive Draft-Verification for Efficient Large Language Model Decoding",,,no,
"Can Large Language Models Derive High-Level Cognition from Low-Level and Fragmented Foundational Information?",,,no,
"PAT: Pruning-Aware Tuning for Large Language Models",,,no,
"Boosting Short Text Classification with Multi-Source Information Exploration and Dual-Level Contrastive Learning",,,no,
"Prototypical Replay with Old-class Focusing Knowledge Distillation for Incremental Named Entity Recognition",,,no,
"Multi-View Empowered Structural Graph Wordification for Language Models",,,no,
"Retrieval-Augmented Visual Question Answering via Built-in Autoregressive Search Engines",,,no,
"DOGR: Leveraging Document-Oriented Contrastive Learning in Generative Retrieval",,,no,
"Knowledge Editing with Dynamic Knowledge Graphs for Multi-Hop Question Answering",,,no,
"BeyondGender: A Multifaceted Bilingual Dataset for Practical Sexism Detection",,,no,
"Task-level Distributionally Robust Optimization for Large Language Model-based Dense Retrieval",,,no,
"Debate on Graph: A Flexible and Reliable Reasoning Framework for Large Language Models",,,no,
"CROSSNEWS: A Cross-Genre Authorship Verification and Attribution Benchmark",,,no,
"Memorize and Rank: Elevating Large Language Models for Clinical Diagnosis Prediction",,,no,
"DialogDraw: Image Generation and Editing System Based on Multi-Turn Dialogue",,,maybe,
"3D-RPE: Enhancing Long-Context Modeling Through 3D Rotary Position Encoding",,,no,
"What Are Step-Level Reward Models Rewarding? Counterintuitive Findings from MCTS-Boosted Mathematical Reasoning",,,no,
"Automated Creation of Reusable and Diverse Toolsets for Enhancing LLM Reasoning",,,no,
"Language Model Can Listen While Speaking",,,no,
"Speech Recognition Meets Large Language Model: Benchmarking; Models; and Exploration",,,no,
"Task-Agnostic Language Model Watermarking via High Entropy Passthrough Layers",,,maybe,
"Controlling Equational Reasoning in Large Language Models with Prompt Interventions",,,no,
"A Compact Model for Mathematics Problem Representations Distilled from BERT",,,no,
"Breaking Barriers: A Paradigm Shift in Technology Accessibility for Individuals with Physical Disabilities",,,no,
"DECT: Harnessing LLM-assisted Fine-Grained Linguistic Knowledge and Label-Switched and Label-Preserved Data Generation for Diagnosis of Alzheimer’s Disease",,,no,
"Can LLMs Obfuscate Code? A Systematic Analysis of Large Language Models into Assembly Code Obfuscation",,,maybe,
"Evaluating LLM Reasoning in the Operations Research Domain with ORQA",,,maybe,
"Reasoning over Uncertain Text by Generative Large Language Models",,,no,
"Tensorized Attention for Understanding Multi-Object Relationships",,,no,
"Language Models of Code Are Few-Shot Planners and Reasoners for Multi-Document Summarization with Attribution",,,no,
"NOMATTERXAI: Generating “No Matter What” Alterfactual Examples for Explaining Black-Box Text Classification Models",,,no,
"Training on the Benchmark Is Not All You Need",,,maybe,
"GNS: Solving Plane Geometry Problems by Neural-Symbolic Reasoning with Multi-Modal LLMs",,,maybe,
"Drop the Beat! Freestyler for Accompaniment Conditioned Rapping Voice Generation",,,no,
"Universal Post-Processing Networks for Joint Optimization of Modules in Task-Oriented Dialogue Systems",,,no,
"Promising Multi-Granularity Linguistic Steganography by Jointing Syntactic and Lexical Manipulations",,,no,
"WorldAPIs: The World Is Worth How Many APIs? A Thought Experiment",,,no,
"Can Watermarking Large Language Models Prevent Copyrighted Text Generation and Hide Training Data?",,,no,
"GENTEEL-NEGOTIATOR: LLM-Enhanced Mixture-of-Expert-Based Reinforcement Learning Approach for Polite Negotiation Dialogue",,,no,
"Wasserstein Distance Constraint and Parameter Sparsification for Batched and Iterative Knowledge Editing",,,no,
"Mental-Perceiver: Audio-Textual Multi-Modal Learning for Estimating Mental Disorders",,,no,
"Divide-Solve-Combine: An Interpretable and Accurate Prompting Framework for Zero-shot Multi-Intent Detection",,,no,
"CLNX: Bridging Code and Natural Language for C/C++ Vulnerability-Contributing Commits Identification",,,maybe,
"Dynamic-Width Speculative Beam Decoding for LLM Inference",,,no,
"Just What You Desire: Constrained Timeline Summarization with Self-Reflection for Enhanced Relevance",,,no,
"Automatically Generating Numerous Context-Driven SFT Data for LLMs Across Diverse Granularity",,,no,
"Enhancing Question Generation through Diversity-Seeking Reinforcement Learning with Bilevel Policy Decomposition",,,no,
"Seeing Your Speech Style: A Novel Zero-Shot Identity-Disentanglement Face-based Voice Conversion",,,no,
"DOMBA: Double Model Balancing for Access-Controlled Language Models via Minimum-Bounded Aggregation",,,no,
"TEncDM: Understanding the Properties of the Diffusion Model in the Space of Language Model Encodings",,,no,
"Error Diversity Matters: An Error-Resistant Ensemble Method for Unsupervised Dependency Parsing",,,no,
"Enhancing Entertainment Translation for Indian Languages Using Adaptive Context; Style and LLMs",,,no,
"Confidence Estimation for Error Detection in Text-to-SQL Systems",,,no,
"Hansel: Output Length Controlling Framework for Large Language Models",,,no,
"Interweaving Memories of a Siamese Large Language Model",,,maybe,
"Physical-aware Neural Radiance Fields for Efficient Exposure Correction",,,no,
"DASK: Distribution Rehearsing via Adaptive Style Kernel Learning for Exemplar-Free Lifelong Person Re-Identification",,,no,
"Multiple Feature Refining Network for Visual Emotion Distribution Learning",,,no,
"SCKD: Semi-Supervised Cross-Modality Knowledge Distillation for 4D Radar Object Detection",,,no,
"Motion-adaptive Transformer for Event-based Image Deblurring",,,no,
"LiON: Learning Point-Wise Abstaining Penalty for LiDAR Outlier DetectioN Using Diverse Synthetic Data",,,no,
"TB-HSU: Hierarchical 3D Scene Understanding with Contextual Affordances",,,maybe,
"PDDM: Pseudo Depth Diffusion Model for RGB-PD Semantic Segmentation Based in Complex Indoor Scenes",,,no,
"Zero-shot Video Moment Retrieval via Off-the-shelf Multimodal Large Language Models",,,no,
"HOIMamba: Efficient Mamba-based Disentangled Progressive Learning for HOI Detection",,,no,
"OOTDiffusion: Outfitting Fusion Based Latent Diffusion for Controllable Virtual Try-On",,,maybe,
"FLAME: Learning to Navigate with Multimodal LLM in Urban Environments",,,no,
"FATE: Feature-Adapted Parameter Tuning for Vision-Language Models",,,no,
"Toward Modality Gap: Vision Prototype Learning for Weakly-supervised Semantic Segmentation with CLIP",,,no,
"FreeCap: Hybrid Calibration-Free Motion Capture in Open Environments",,,no,
"Towards Adversarially Robust Dataset Distillation by Curvature Regularization",,,no,
"ShotVL: Human-Centric Highlight Frame Retrieval via Language Queries",,,no,
"RetouchGPT: LLM-based Interactive High-Fidelity Face Retouching via Imperfection Prompting",,,no,
"Physical Marker: Revealing Invisible Hyperlinks Hidden in Printed Trademarks",,,maybe,
"TG-LLaVA: Text Guided LLaVA via Learnable Latent Embeddings",,,no,
"EvSTVSR: Event Guided Space-Time Video Super-Resolution",,,no,
"SymmCompletion: High-Fidelity and High-Consistency Point Cloud Completion with Symmetry Guidance",,,no,
"Towards Universal Rainy Image Restoration: Benchmark and Baseline",,,no,
"SGTC: Semantic-Guided Triplet Co-training for Sparsely Annotated Semi-Supervised Medical Image Segmentation",,,no,
"OLiDM: Object-aware LiDAR Diffusion Models for Autonomous Driving",,,no,
"Data-Free Universal Attack by Exploiting the Intrinsic Vulnerability of Deep Models",,,no,
"PBECount: Prompt-Before-Extract Paradigm for Class-Agnostic Counting",,,no,
"Multi-Teacher Knowledge Distillation with Reinforcement Learning for Visual Recognition",,,no,
"Robust Image Hashing Based on Contrastive Masked Autoencoder with Weak-Strong Augmentation Alignment",,,maybe,
"PlanLLM: Video Procedure Planning with Refinable Large Language Models",,,no,
"3CAD: A Large-Scale Real-World 3C Product Dataset for Unsupervised Anomaly Detection",,,no,
"CLIP-MSM: A Multi-Semantic Mapping Brain Representation for Human High-Level Visual Cortex",,,no,
"PointDGMamba: Domain Generalization of Point Cloud Classification via Generalized State Space Model",,,no,
"Pinwheel-shaped Convolution and Scale-based Dynamic Loss for Infrared Small Target Detection",,,no,
"Diffusion Prior Interpolation for Flexibility Real-World Face Super-Resolution",,,no,
"Semi-Supervised Clustering Framework for Fine-grained Scene Graph Generation",,,no,
"SMamba: Sparse Mamba for Event-based Object Detection",,,no,
"One-Shot Reference-based Structure-Aware Image to Sketch Synthesis",,,no,
"LiDAR-LLM: Exploring the Potential of Large Language Models for 3D LiDAR Understanding",,,no,
"MegActor-Sigma: Unlocking Flexible Mixed-Modal Control in Portrait Animation with Diffusion Transformer",,,no,
"Asymmetric Hierarchical Difference-aware Interaction Network for Event-guided Motion Deblurring",,,no,
"Dual Information Purification for Lightweight SAR Object Detection",,,no,
"DriveGazen: Event-Based Driving Status Recognition Using Conventional Camera",,,maybe,
"Semantic Segmentation on Raindrop Degraded Images Using Two-Stage Dual Teacher-Student Learning",,,no,
"ERF: A Benchmark Dataset for Robust Semantic Segmentation Under Extreme Rainfall Conditions",,,no,
"FreqTS: Frequency-Aware Token Selection for Accelerating Diffusion Models",,,no,
"Topo2Seq: Enhanced Topology Reasoning via Topology Sequence Learning",,,no,
"Driving in the Occupancy World: Vision-Centric 4D Occupancy Forecasting and Planning via World Models for Autonomous Driving",,,no,
"UAWTrack: Universal 3D Single Object Tracking in Adverse Weather",,,no,
"RealPortrait: Realistic Portrait Animation with Diffusion Transformers",,,no,
"UniDemoiré: Towards Universal Image Demoiréing with Data Generation and Synthesis",,,no,
"GURecon: Learning Detailed 3D Geometric Uncertainties for Neural Surface Reconstruction",,,no,
"Single Image Rolling Shutter Removal with Diffusion Models",,,no,
"Predicting the Original Appearance of Damaged Historical Documents",,,no,
"MMGDreamer: Mixed-Modality Graph for Geometry-Controllable 3D Indoor Scene Generation",,,no,
"MoRe: Class Patch Attention Needs Regularization for Weakly Supervised Semantic Segmentation",,,no,
"MM-Tracker: Motion Mamba for UAV-platform Multiple Object Tracking",,,maybe,
"As Pseudo-Label Free as Possible: Leveraging Adaptive Feature Generation for Sparsely Annotated Object Detection",,,no,
"Concept Conductor: Orchestrating Multiple Personalized Concepts in Text-to-Image Synthesis",,,no,
"Towards Open-Vocabulary Remote Sensing Image Semantic Segmentation",,,no,
"VersaFusion: A Versatile Diffusion-Based Framework for Fine-Grained Image Editing and Enhancement",,,no,
"PromptHaze: Prompting Real-world Dehazing via Depth Anything Model",,,no,
"Optimized Gradient Clipping for Noisy Label Learning",,,no,
"Personalized Lip Reading: Adapting to Your Unique Lip Movements with Vision and Language",,,no,
"FlexDataset: Crafting Annotated Dataset Generation for Diverse Applications",,,maybe,
"Exploring Salient Object Detection with Adder Neural Networks",,,maybe,
"Sequential Joint Dependency Aware Human Pose Estimation with State Space Model",,,no,
"Adversarial-Inspired Backdoor Defense via Bridging Backdoor and Adversarial Attacks",,,no,
"Unified Coding for Both Human Perception and Generalized Machine Analytics with CLIP Supervision",,,no,
"GRPose: Learning Graph Relations for Human Image Generation with Pose Priors",,,no,
"RoDA: Robust Domain Alignment for Cross-Domain Retrieval Against Label Noise",,,no,
"ImagePiece: Content-aware Re-tokenization for Efficient Image Recognition",,,no,
"Equirectangular Point Reconstruction for Domain Adaptive Multimodal 3D Object Detection in Adverse Weather Conditions",,,no,
"RA-SGG: Retrieval-Augmented Scene Graph Generation Framework via Multi-Prototype Learning",,,no,
"Action-Agnostic Point-Level Supervision for Temporal Action Detection",,,no,
"FOCUS: Towards Universal Foreground Segmentation",,,no,
"CLIMB-ReID: A Hybrid CLIP-Mamba Framework for Person Re-Identification",,,no,
"End-to-End Autonomous Driving Through V2X Cooperation",,,no,
"FreeNet: Liberating Depth-Wise Separable Operations for Building Faster Mobile Vision Architectures",,,no,
"SGFormer: Semantic-Geometry Fusion Transformer for Multi-modal 3D Panoptic Segmentation",,,maybe,
"Separating the Wheat from the Chaff: Spatio-Temporal Transformer with View-interweaved Attention for Photon-Efficient Depth Sensing",,,no,
"ReMoGPT: Part-Level Retrieval-Augmented Motion-Language Models",,,no,
"STGC-NeRF: Spatial-Temporal Geometric Consistency for LiDAR Neural Radiance Fields in Dynamic Scenes",,,no,
"KeyPose: Category-Level 6D Object Pose Estimation with Self-Adaptive Keypoints",,,no,
"Fine-grained Adaptive Visual Prompt for Generative Medical Visual Question Answering",,,no,
"OTPNet: ODE-inspired Tuning-free Proximal Network for Remote Sensing Image Fusion",,,no,
"Cross-Lingual Text-Rich Visual Comprehension: An Information Theory Perspective",,,no,
"Building a Multi-modal Spatiotemporal Expert for Zero-shot Action Recognition with CLIP",,,no,
"Backdoor Attacks Against No-Reference Image Quality Assessment Models via a Scalable Trigger",,,no,
"OLMD: Orientation-aware Long-term Motion Decoupling for Continuous Sign Language Recognition",,,no,
"Yuan: Yielding Unblemished Aesthetics Through a Unified Network for Visual Imperfections Removal in Generated Images",,,no,
"Instruction-guided Multi-Granularity Segmentation and Captioning with Large Multimodal Model",,,no,
"Where Precision Meets Efficiency: Transformation Diffusion Model for Point Cloud Registration",,,no,
"DVP-MVS: Synergize Depth-Edge and Visibility Prior for Multi-View Stereo",,,no,
"MSP-MVS: Multi-Granularity Segmentation Prior Guided Multi-View Stereo",,,no,
"ChangeDiff: A Multi-Temporal Change Detection Data Generator with Flexible Text Prompts via Diffusion Model",,,no,
"Efficient Neural Network Encoding for 3D Color Lookup Tables",,,no,
"Gaze Label Alignment: Alleviating Domain Shift for Gaze Estimation",,,no,
"Everywhere Attack: Attacking Locally and Globally to Boost Targeted Transferability",,,no,
"Light-T2M: A Lightweight and Fast Model for Text-to-motion Generation",,,no,
"D^2-DPM: Dual Denoising for Quantized Diffusion Probabilistic Models",,,no,
"GaitCycFormer: Leveraging Gait Cycles and Transformers for Gait Emotion Recognition.",,,no,
"TGFormer: Transformer with Track Query Group for Multi-Object Tracking",,,no,
"Frequency-Aware Density Control via Reparameterization for High-Quality Rendering of 3D Gaussian Splatting",,,no,
"World Knowledge-Enhanced Reasoning Using Instruction-Guided Interactor in Autonomous Driving",,,no,
"DCA: Dividing and Conquering Amnesia in Incremental Object Detection",,,no,
"DetRF: Detachable Novel Views Synthesis of Dynamic Scenes Using Backdrop-Driven Neural Radiance Fields",,,maybe,
"TranSplat: Generalizable 3D Gaussian Splatting from Sparse Multi-View Images with Transformers",,,no,
"Training-Free and Hardware-Friendly Acceleration for Diffusion Models via Similarity-based Token Pruning",,,no,
"When Open-Vocabulary Visual Question Answering Meets Causal Adapter: Benchmark and Approach",,,no,
"Interpretable Face Anti-Spoofing: Enhancing Generalization with Multimodal Large Language Models",,,no,
"Hand1000: Generating Realistic Hands from Text with Only 1;000 Images",,,no,
"AdaDiff: Adaptive Step Selection for Fast Diffusion Models",,,no,
"DocKylin: A Large Multimodal Model for Visual Document Understanding with Efficient Visual Slimming",,,no,
"RepFace: Refining Closed-Set Noise with Progressive Label Correction for Face Recognition",,,no,
"DSRC: Learning Density-Insensitive and Semantic-Aware Collaborative Representation Against Corruptions",,,no,
"StoryWeaver: A Unified World Model for Knowledge-Enhanced Story Character Customization",,,no,
"GeoBEV: Learning Geometric BEV Representation for Multi-view 3D Object Detection",,,no,
"Just a Few Glances: Open-Set Visual Perception with Image Prompt Paradigm",,,no,
"Textured Mesh Saliency: Bridging Geometry and Texture for Human Perception in 3D Graphics",,,no,
"R^2-Art: Category-Level Articulation Pose Estimation from Single RGB Image via Cascade Render Strategy",,,no,
"Common Sense Bias Modeling for Classification Tasks",,,no,
"IRMamba: Pixel Difference Mamba with Layer Restoration for Infrared Small Target Detection",,,maybe,
"Quantitative Predictive Monitoring and Control for Safe Human-Machine Interaction",,,no,
"The Unreasonable Effectiveness of Open Science in AI: A Replication Study",,,maybe,
"Watch Out for Your Guidance on Generation! Exploring Conditional Backdoor Attacks against Large Language Models",,,no,
"SongSong: A Time Phonograph for Chinese SongCi Music from Thousand of Years Away",,,no,
"Perception-Guided Jailbreak Against Text-to-Image Models",,,maybe,
"Learning to Rewind via Iterative Prediction of Past Weights for Practical Unlearning",,,no,
"Fair Text-to-Image Diffusion via Fair Mapping",,,no,
"Practicable Black-Box Evasion Attacks on Link Prediction in Dynamic Graphs—a Graph Sequential Embedding Method",,,no,
"ScreenMark: Watermarking Arbitrary Visual Content on Screen",,,maybe,
"Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection",,,no,
"Evaluating Image Hallucination in Text-to-Image Generation with Question-Answering",,,no,
"Fusing Pruned and Backdoored Models: Optimal Transport-based Data-free Backdoor Mitigation",,,no,
"Mjölnir: Breaking the Shield of Perturbation-Protected Gradients via Adaptive Diffusion",,,no,
"DP-MemArc: Differential Privacy Transfer Learning for Memory Efficient Language Models",,,no,
"Interpretable Failure Detection with Human-Level Concepts",,,no,
"RepeatLeakage: Leak Prompts from Repeating as Large Language Model Is a Good Repeater",,,maybe,
"Fairness-Accuracy Trade-Offs: A Causal Perspective",,,no,
"Provably Secure Image Robust Steganography via Cross-modal Error Correction",,,no,
"Medical Manifestation-Aware De-Identification",,,no,
"FROC: Building Fair ROC from a Trained Classifier",,,no,
"Operationalising Rawlsian Ethics for Fairness in Norm Learning Agents",,,no,
"FairTP: A Prolonged Fairness Framework for Traffic Prediction",,,no,
"Measuring Human and AI Values Based on Generative Psychometrics with Large Language Models",,,no,
"Neural Control and Certificate Repair via Runtime Monitoring",,,no,
"RUNA: Object-Level Out-of-Distribution Detection via Regional Uncertainty Alignment of Multimodal Representations",,,no,
"CL-Attack: Textual Backdoor Attacks via Cross-Lingual Triggers",,,no,
"LLM Agents Can Be Choice-Supportive Biased Evaluators: An Empirical Study",,,maybe,
"Privacy-and-Utility-Aware Publishing of Schedules",,,no,
"Revelations: A Decidable Class of POMDPs with Omega-Regular Objectives",,,no,
"Efficient Fault-Tolerant Search by Fast Indexing of Subnetworks",,,no,
"Towards Practical Classical Planning Compilations of Numeric Planning",,,no,
"Temporal Numeric Planning with Patterns",,,no,
"Approximating Optimal Labelings for Temporal Connectivity",,,no,
"How Many Lines to Paint the City: Exact Edge-Cover in Temporal Graphs",,,no,
"PDBs Go Numeric: Pattern-Database Heuristics for Simple Numeric Planning",,,no,
"Multi Agent Reinforcement Learning for Sequential Satellite Assignment Problems",,,no,
"State Encodings for GNN-Based Lifted Planners",,,no,
"Proactive and Reactive Constraint Programming for Stochastic Project Scheduling with Maximal Time-Lags",,,no,
"Planning in the Dark: LLM-Symbolic Planning Pipeline Without Experts",,,no,
"Multiple Mean-Payoff Optimization Under Local Stability Constraints",,,no,
"ACPBench: Reasoning About Action; Change; and Planning",,,no,
"Threshold UCT: Cost-Constrained Monte Carlo Tree Search with Pareto Curves",,,no,
"Automatic Selection of Macro-Events for Heuristic-Search Temporal Planning",,,no,
"On Shallow Planning Under Partial Observability",,,no,
"Told You That Will Not Work: Optimal Corrections to Planning Domains Using Counter-Example Plans",,,no,
"Approximate Bilevel Difference Convex Programming for Bayesian Risk Markov Decision Processes",,,no,
"WEPO: Web Element Preference Optimization for LLM-based Web Navigation",,,no,
"ModelDiff: Symbolic Dynamic Programming for Model-Aware Policy Transfer in Deep Q-Learning",,,no,
"Solving Robust Markov Decision Processes: Generic; Reliable; Efficient",,,no,
"Self-Correcting Robot Manipulation via Gaussian-Splatted Foresight",,,no,
"Counterfactual Online Learning for Open-Loop Monte-Carlo Planning",,,no,
"Formally Verified Approximate Policy Iteration",,,no,
"Parallel Greedy Best-First Search with a Bound on Expansions Relative to Sequential Search",,,no,
"Neural Combinatorial Optimization for Stochastic Flexible Job Shop Scheduling Problems",,,no,
"Counting and Reasoning with Plans",,,no,
"Learning More Expressive General Policies for Classical Planning Domains",,,no,
"Inapproximability of Optimal Multi-Agent Pathfinding Problems",,,no,
"Temporal Task and Motion Planning with Metric Time for Multiple Object Navigation",,,no,
"Augmenting Online Algorithms for Knapsack Problem with Total Weight Information",,,no,
"RATT: A Thought Structure for Coherent and Correct LLM Reasoning",,,no,
"Improved Approximation Algorithms for Clustered TSP and Subgroup Planning",,,no,
"A Matching-Based Algorithm for the Traveling Tournament Problem",,,no,
"Formal Quality Measures for Predictors in Markov Decision Processes",,,no,
"ABC3: Active Bayesian Causal Inference with Cohn Criteria in Randomized Experiments",,,no,
"Toward Falsifying Causal Graphs Using a Permutation-Based Test",,,no,
"Identifying Macro Conditional Independencies and Macro Total Effects in Summary Causal Graphs with Latent Confounding",,,no,
"Mitigating Pervasive Modality Absence Through Multimodal Generalization and Refinement",,,no,
"Locally Convex Global Loss Network for Decision-Focused Learning",,,no,
"Testing Causal Models with Hidden Variables in Polynomial Delay via Conditional Independencies",,,no,
"Mediation Analysis for Probabilities of Causation",,,no,
"Flow Factorization for Efficient Generative Flow Networks",,,no,
"Counterfactual Identification Under Monotonicity Constraints",,,no,
"PCM Selector: Penalized Covariate-Mediator Selection Operator for Evaluating Linear Causal Effects",,,no,
"Gradient-Based Nonlinear Rehearsal Learning with Multivariate Alterations",,,no,
"DFF: Decision-Focused Fine-Tuning for Smarter Predict-Then-Optimize with Limited Data",,,no,
"Resource Constrained Pathfinding with Enhanced Bidirectional A* Search",,,no,
"Pre-Assignment Problem for Unique Minimum Vertex Cover on Bounded Clique-Width Graphs",,,no,
"Scenario-Based Robust Optimization of Tree Structures",,,no,
"An Elite-guided Weighted Simulated Annealing Algorithm for the Clique Partitioning Problem",,,no,
"Fast and Slow Gradient Approximation for Binary Neural Network Optimization",,,no,
"Fast Contiguous Somatic Hypermutations for Single-Objective Optimisation and Multi-Objective Optimisation Via Decomposition",,,no,
"HSEvo: Elevating Automatic Heuristic Design with Diversity-Driven Harmony Search and Genetic Algorithm Using LLMs",,,no,
"Temporal Triadic Closure: Finding Dense Substructures in Social Networks That Evolve over Time",,,no,
"Learn2Aggregate: Supervised Generation of Chvatal-Gomory Cuts Using Graph Neural Networks",,,no,
"Runtime Analysis for Multi-Objective Evolutionary Algorithms in Unbounded Integer Spaces",,,no,
"Speeding Up the NSGA-II with a Simple Tie-Breaking Rule",,,no,
"Improved Bounds for Online Facility Location with Predictions",,,no,
"ConfigX: Modular Configuration for Evolutionary Algorithms via Multitask Reinforcement Learning",,,no,
"Suboptimal Search with Dynamic Distribution of Suboptimality",,,no,
"Bayesian Optimization for Unknown Cost-Varying Variable Subsets with No-Regret Costs",,,no,
"Balanced Adaptive Subspace Collaboration for Mixed Pareto-Lexicographic Multi-Objective Problems with Priority Levels",,,no,
"Faster Double Adaptive Gradient Methods",,,no,
"Trading Off Quality and Uncertainty Through Multi-Objective Optimisation in Batch Bayesian Optimisation",,,no,
"Searching for and Avoiding Hidden Sets Using Queries with Local Feedback",,,maybe,
"Anchor Search: A Unified Framework for Suboptimal Bidirectional Search",,,no,
"Towards Runtime Analysis of Population-Based Co-evolutionary Algorithms on Sparse Binary Zero-Sum Game",,,no,
"Expensive Multi-Objective Bayesian Optimization Based on Diffusion Models",,,no,
"DELTA: Pre-Train a Discriminative Encoder for Legal Case Retrieval via Structural Word Alignment",,,maybe,
"MetaSymNet: A Tree-like Symbol Network with Adaptive Architecture and Activation Functions",,,no,
"Fast and Interpretable Mixed-Integer Linear Program Solving by Learning Model Reduction",,,no,
"REM: A Scalable Reinforced Multi-Expert Framework for Multiplex Influence Maximization",,,maybe,
"A Many-Objective Problem Where Crossover Is Provably Indispensable",,,no,
"DisCo-DSO: Coupling Discrete and Continuous Optimization for Efficient Generative Design in Hybrid Spaces",,,no,
"Hierarchical Gradient-Based Genetic Sampling for Accurate Prediction of Biological Oscillations",,,no,
"Scaling Combinatorial Optimization Neural Improvement Heuristics with Online Search and Adaptation",,,no,
"Multi-Objective Evolution of Heuristic Using Large Language Model",,,no,
"Better Understandings and Configurations in MaxSAT Stochastic Local Search Solvers via Anytime Performance Analysis",,,no,
"Enhancing Decision-Making for LLM Agents via Step-Level Q-Value Models",,,maybe,
"Boundary Decomposition for Finding Nadir Objective Vector in Multi-Objective Discrete Optimization",,,no,
"DualOpt: A Dual Divide-and-Optimize Algorithm for the Large-scale Traveling Salesman Problem",,,no,
"SVasP: Self-Versatility Adversarial Style Perturbation for Cross-Domain Few-Shot Learning",,,no,
"Exponential-Family Harmoniums with Neural Sufficient Statistics",,,no,
"Little Is Enough: Boosting Privacy by Sharing Only Hard Labels in Federated Semi-Supervised Learning",,,no,
"Bootstrapped Reward Shaping",,,no,
"Markov Balance Satisfaction Improves Performance in Strictly Batch Offline Imitation Learning",,,no,
"Walking the Web of Concept-Class Relationships in Incrementally Trained Interpretable Models",,,no,
"Active Fourier Auditor for Estimating Distributional Properties of ML Models",,,no,
"Improving Deep Learning Speed and Performance Through Synaptic Neural Balance",,,no,
"Even-if Explanations: Formal Foundations; Priorities and Complexity",,,no,
"Masked Language Modeling Becomes Conditional Density Estimation for Tabular Data Synthesis",,,no,
"Unleashing the Potential of Model Bias for Generalized Category Discovery",,,no,
"Approximating Metric Magnitude of Point Sets",,,no,
"On the Robustness of Distributed Machine Learning Against Transfer Attacks",,,no,
"Gaussian Graphical Modelling Without Independence Assumptions for Uncentered Data",,,no,
"When Can We Approximate Wide Contrastive Models with Neural Tangent Kernels and Principal Component Analysis?",,,no,
"When Witnesses Defend: A Witness Graph Topological Layer for Adversarial Graph Learning",,,no,
"Neural Combinatorial Clustered Bandits for Recommendation Systems",,,no,
"Parallel-Learning of Invariant and Tempo-variant Attributes of Single-Lead Cardiac Signals: PLITA",,,maybe,
"List Update with Prediction",,,no,
"Cradle-VAE: Enhancing Single-Cell Gene Perturbation Modeling with Counterfactual Reasoning-based Artifact Disentanglement",,,no,
"RAT: Adversarial Attacks on Deep Reinforcement Agents for Targeted Behaviors",,,no,
"FSL-Rectifier: Rectify Outliers in Few-Shot Learning via Test-Time Augmentation",,,no,
"How Not to Stitch Representations to Measure Similarity: Task Loss Matching Versus Direct Matching",,,no,
"Improved Fixed-Parameter Bounds for Min-Sum-Radii and Diameters k-Clustering and Their Fair Variants",,,no,
"EFSkip: A New Error Feedback with Linear Speedup for Compressed Federated Learning with Arbitrary Data Heterogeneity",,,no,
"On the Trainability and Classical Simulability of Learning Matrix Product States Variationally",,,no,
"Deep-Union Completion",,,no,
"A (1+ε)-Approximation for Ultrametric Embedding in Subquadratic Time",,,no,
